image_path,label,class_id
image/kong_0083.jpg,void,2
image/gangf_085.jpg,steel_crack,1
image/gangf_224.jpg,steel_crack,1
image/gangf_040.jpg,steel_crack,1
image/gangf_246.jpg,steel_crack,1
image/crack_0164.jpg,concrete_crack,0
image/kong_0330.jpg,void,2
image/kong_0108.jpg,void,2
image/gangf_056.jpg,steel_crack,1
image/lou_0061.jpg,spalling,3
image/gangf_194.jpg,steel_crack,1
image/xiu_094.jpg,corrosion,4
image/xiu_161.jpg,corrosion,4
image/kong_0362.jpg,void,2
image/lou_0339.jpg,spalling,3
image/kong_0360.jpg,void,2
image/gangf_118.jpg,steel_crack,1
image/gangf_162.jpg,steel_crack,1
image/kong_0124.jpg,void,2
image/lou_0088.jpg,spalling,3
image/lou_0058.jpg,spalling,3
image/xiu_107.jpg,corrosion,4
image/lou_0402.jpg,spalling,3
image/lou_0334.jpg,spalling,3
image/gangf_087.jpg,steel_crack,1
image/kong_0082.jpg,void,2
image/lou_0405.jpg,spalling,3
image/lou_0137.jpg,spalling,3
image/kong_0120.jpg,void,2
image/crack_0033.jpg,concrete_crack,0
image/crack_0524.jpg,concrete_crack,0
image/gangf_210.jpg,steel_crack,1
image/gangf_219.jpg,steel_crack,1
image/kong_0069.jpg,void,2
image/lou_0350.jpg,spalling,3
image/gangf_044.jpg,steel_crack,1
image/lou_0335.jpg,spalling,3
image/lou_0337.jpg,spalling,3
image/kong_0077.jpg,void,2
image/crack_0194.jpg,concrete_crack,0
image/gangf_248.jpg,steel_crack,1
image/kong_0147.jpg,void,2
image/kong_0111.jpg,void,2
image/xiu_134.jpg,corrosion,4
image/lou_0053.jpg,spalling,3
image/00721.jpg,pothole,5
image/xiu_193.jpg,corrosion,4
image/51.jpg,honeycomb,6
image/gangf_241.jpg,steel_crack,1
image/gangf_179.jpg,steel_crack,1
image/lou_0063.jpg,spalling,3
image/crack_0193.jpg,concrete_crack,0
image/xiu_058.jpg,corrosion,4
image/noncrack_noncrack_concrete_wall_41_1.jpg,non_damage,9
image/xiu_155.jpg,corrosion,4
image/kong_0301.jpg,void,2
image/00685.jpg,pothole,5
image/lou_0094.jpg,spalling,3
image/kong_0374.jpg,void,2
image/noncrack_noncrack_concrete_wall_65_1.jpg,non_damage,9
image/gangf_132.jpg,steel_crack,1
image/lou_0168.jpg,spalling,3
image/crack_0687.jpg,concrete_crack,0
image/crack_0228.jpg,concrete_crack,0
image/xiu_085.jpg,corrosion,4
image/gangf_122.jpg,steel_crack,1
image/gangf_052.jpg,steel_crack,1
image/kong_0072.jpg,void,2
image/56.jpg,honeycomb,6
image/gangf_138.jpg,steel_crack,1
image/41.JPG,honeycomb,6
image/xiu_214.jpg,corrosion,4
image/crack_0012.jpg,concrete_crack,0
image/kong_0067.jpg,void,2
image/crack_0684.jpg,concrete_crack,0
image/xiu_114.jpg,corrosion,4
image/45.JPG,honeycomb,6
image/crack_0160.jpg,concrete_crack,0
image/kong_0095.jpg,void,2
image/kong_0291.jpg,void,2
image/lou_0374.jpg,spalling,3
image/kong_0091.jpg,void,2
image/lou_0391.jpg,spalling,3
image/00642.jpg,pothole,5
image/crack_0173.jpg,concrete_crack,0
image/crack_0488.jpg,concrete_crack,0
image/kong_0373.jpg,void,2
image/kong_0118.jpg,void,2
image/kong_0103.jpg,void,2
image/gangf_217.jpg,steel_crack,1
image/00700.jpg,pothole,5
image/crack_0038.jpg,concrete_crack,0
image/crack_0011.jpg,concrete_crack,0
image/gangf_174.jpg,steel_crack,1
image/00720.jpg,pothole,5
image/xiu_133.jpg,corrosion,4
image/kong_0346.jpg,void,2
image/crack_0230.jpg,concrete_crack,0
image/lou_0114.jpg,spalling,3
image/gangf_260.jpg,steel_crack,1
image/lou_0390.jpg,spalling,3
image/lou_0164.jpg,spalling,3
image/78.jpg,looseness,7
image/lou_0305.jpg,spalling,3
image/kong_0113.jpg,void,2
image/00696.jpg,pothole,5
image/crack_0491.jpg,concrete_crack,0
image/crack_0516.jpg,concrete_crack,0
image/crack_0027.jpg,concrete_crack,0
image/00688.jpg,pothole,5
image/xiu_035.jpg,corrosion,4
image/lou_0397.jpg,spalling,3
image/kong_0348.jpg,void,2
image/xiu_091.jpg,corrosion,4
image/crack_0503.jpg,concrete_crack,0
image/kong_0130.jpg,void,2
image/gangf_159.jpg,steel_crack,1
image/xiu_159.jpg,corrosion,4
image/72.jpg,looseness,7
image/gangf_245.jpg,steel_crack,1
image/lou_0376.jpg,spalling,3
image/crack_0489.jpg,concrete_crack,0
image/4.jpg,efflorescence,8
image/kong_0271.jpg,void,2
image/lou_0381.jpg,spalling,3
image/gangf_033.jpg,steel_crack,1
image/gangf_139.jpg,steel_crack,1
image/gangf_201.jpg,steel_crack,1
image/xiu_045.jpg,corrosion,4
image/00686.jpg,pothole,5
image/xiu_063.jpg,corrosion,4
image/gangf_130.jpg,steel_crack,1
image/00682.jpg,pothole,5
image/kong_0134.jpg,void,2
image/xiu_182.jpg,corrosion,4
image/kong_0274.jpg,void,2
image/lou_0404.jpg,spalling,3
image/kong_0391.jpg,void,2
image/kong_0363.jpg,void,2
image/xiu_040.jpg,corrosion,4
image/kong_0376.jpg,void,2
image/crack_0175.jpg,concrete_crack,0
image/gangf_127.jpg,steel_crack,1
image/lou_0297.jpg,spalling,3
image/kong_0062.jpg,void,2
image/xiu_043.jpg,corrosion,4
image/kong_0308.jpg,void,2
image/xiu_037.jpg,corrosion,4
image/lou_0120.jpg,spalling,3
image/gangf_239.jpg,steel_crack,1
image/lou_0228.jpg,spalling,3
image/43.JPG,honeycomb,6
image/kong_0338.jpg,void,2
image/lou_0261.jpg,spalling,3
image/xiu_101.jpg,corrosion,4
image/kong_0375.jpg,void,2
image/kong_0285.jpg,void,2
image/noncrack_noncrack_concrete_wall_49_0.jpg,non_damage,9
image/gangf_081.jpg,steel_crack,1
image/xiu_047.jpg,corrosion,4
image/00058.jpg,pothole,5
image/gangf_089.jpg,steel_crack,1
image/crack_0031.jpg,concrete_crack,0
image/gangf_072.jpg,steel_crack,1
image/gangf_135.jpg,steel_crack,1
image/lou_0265.jpg,spalling,3
image/lou_0170.jpg,spalling,3
image/kong_0329.jpg,void,2
image/noncrack_noncrack_concrete_wall_43_0.jpg,non_damage,9
image/xiu_132.jpg,corrosion,4
image/gangf_256.jpg,steel_crack,1
image/lou_0152.jpg,spalling,3
image/gangf_149.jpg,steel_crack,1
image/lou_0159.jpg,spalling,3
image/kong_0064.jpg,void,2
image/crack_0525.jpg,concrete_crack,0
image/gangf_220.jpg,steel_crack,1
image/xiu_116.jpg,corrosion,4
image/xiu_221.jpg,corrosion,4
image/kong_0361.jpg,void,2
image/lou_0384.jpg,spalling,3
image/noncrack_noncrack_concrete_wall_28_0.jpg,non_damage,9
image/kong_0298.jpg,void,2
image/gangf_039.jpg,steel_crack,1
image/crack_0025.jpg,concrete_crack,0
image/lou_0173.jpg,spalling,3
image/00723.jpg,pothole,5
image/00703.jpg,pothole,5
image/crack_0201.jpg,concrete_crack,0
image/52.jpg,honeycomb,6
image/gangf_140.jpg,steel_crack,1
image/gangf_240.jpg,steel_crack,1
image/00710.jpg,pothole,5
image/crack_0001.jpg,concrete_crack,0
image/gangf_214.jpg,steel_crack,1
image/gangf_104.jpg,steel_crack,1
image/gangf_095.jpg,steel_crack,1
image/xiu_092.jpg,corrosion,4
image/kong_0081.jpg,void,2
image/gangf_270.jpg,steel_crack,1
image/kong_0116.jpg,void,2
image/xiu_088.jpg,corrosion,4
image/gangf_192.jpg,steel_crack,1
image/lou_0070.jpg,spalling,3
image/gangf_158.jpg,steel_crack,1
image/crack_0009.jpg,concrete_crack,0
image/xiu_223.jpg,corrosion,4
image/gangf_166.jpg,steel_crack,1
image/13.jpg,honeycomb,6
image/lou_0138.jpg,spalling,3
image/gangf_196.jpg,steel_crack,1
image/xiu_086.jpg,corrosion,4
image/gangf_182.jpg,steel_crack,1
image/gangf_121.jpg,steel_crack,1
image/crack_0521.jpg,concrete_crack,0
image/lou_0323.jpg,spalling,3
image/lou_0260.jpg,spalling,3
image/crack_0165.jpg,concrete_crack,0
image/00029.jpg,pothole,5
image/00704.jpg,pothole,5
image/gangf_031.jpg,steel_crack,1
image/gangf_050.jpg,steel_crack,1
image/xiu_031.jpg,corrosion,4
image/gangf_232.jpg,steel_crack,1
image/gangf_195.jpg,steel_crack,1
image/kong_0334.jpg,void,2
image/kong_0339.jpg,void,2
image/gangf_046.jpg,steel_crack,1
image/noncrack_noncrack_concrete_wall_1_0.jpg,non_damage,9
image/lou_0298.jpg,spalling,3
image/gangf_259.jpg,steel_crack,1
image/crack_0043.jpg,concrete_crack,0
image/lou_0333.jpg,spalling,3
image/crack_0167.jpg,concrete_crack,0
image/lou_0065.jpg,spalling,3
image/crack_0225.jpg,concrete_crack,0
image/kong_0098.jpg,void,2
image/kong_0158.jpg,void,2
image/xiu_206.jpg,corrosion,4
image/00969.jpg,pothole,5
image/crack_0041.jpg,concrete_crack,0
image/kong_0343.jpg,void,2
image/xiu_082.jpg,corrosion,4
image/xiu_222.jpg,corrosion,4
image/xiu_226.jpg,corrosion,4
image/20.jpg,honeycomb,6
image/kong_0100.jpg,void,2
image/crack_0017.jpg,concrete_crack,0
image/xiu_136.jpg,corrosion,4
image/8.jpg,honeycomb,6
image/44.JPG,honeycomb,6
image/lou_0274.jpg,spalling,3
image/gangf_071.jpg,steel_crack,1
image/lou_0089.jpg,spalling,3
image/xiu_230.jpg,corrosion,4
image/kong_0388.jpg,void,2
image/lou_0056.jpg,spalling,3
image/kong_0372.jpg,void,2
image/crack_0518.jpg,concrete_crack,0
image/xiu_199.jpg,corrosion,4
image/kong_0114.jpg,void,2
image/26.jpg,honeycomb,6
image/xiu_036.jpg,corrosion,4
image/kong_0146.jpg,void,2
image/crack_0507.jpg,concrete_crack,0
image/crack_0036.jpg,concrete_crack,0
image/kong_0356.jpg,void,2
image/gangf_264.jpg,steel_crack,1
image/gangf_083.jpg,steel_crack,1
image/kong_0320.jpg,void,2
image/kong_0386.jpg,void,2
image/xiu_170.jpg,corrosion,4
image/gangf_080.jpg,steel_crack,1
image/crack_0022.jpg,concrete_crack,0
image/gangf_101.jpg,steel_crack,1
image/kong_0312.jpg,void,2
image/lou_0165.jpg,spalling,3
image/xiu_183.jpg,corrosion,4
image/gangf_097.jpg,steel_crack,1
image/00666.jpg,pothole,5
image/xiu_196.jpg,corrosion,4
image/xiu_147.jpg,corrosion,4
image/kong_0337.jpg,void,2
image/lou_0135.jpg,spalling,3
image/lou_0370.jpg,spalling,3
image/gangf_036.jpg,steel_crack,1
image/lou_0330.jpg,spalling,3
image/xiu_120.jpg,corrosion,4
image/lou_0378.jpg,spalling,3
image/lou_0418.jpg,spalling,3
image/xiu_112.jpg,corrosion,4
image/gangf_186.jpg,steel_crack,1
image/gangf_257.jpg,steel_crack,1
image/lou_0174.jpg,spalling,3
image/53.jpg,honeycomb,6
image/noncrack_noncrack_concrete_wall_26_0.jpg,non_damage,9
image/kong_0347.jpg,void,2
image/kong_0157.jpg,void,2
image/crack_0500.jpg,concrete_crack,0
image/crack_0681.jpg,concrete_crack,0
image/lou_0092.jpg,spalling,3
image/00713.jpg,pothole,5
image/kong_0142.jpg,void,2
image/crack_0047.jpg,concrete_crack,0
image/crack_0505.jpg,concrete_crack,0
image/kong_0395.jpg,void,2
image/42.JPG,honeycomb,6
image/kong_0126.jpg,void,2
image/crack_0693.jpg,concrete_crack,0
image/lou_0179.jpg,spalling,3
image/crack_0187.jpg,concrete_crack,0
image/kong_0269.jpg,void,2
image/noncrack_noncrack_concrete_wall_24_22.jpg,non_damage,9
image/18.jpeg,honeycomb,6
image/57.jpg,honeycomb,6
image/lou_0338.jpg,spalling,3
image/xiu_198.jpg,corrosion,4
image/lou_0109.jpg,spalling,3
image/crack_0698.jpg,concrete_crack,0
image/crack_0498.jpg,concrete_crack,0
image/kong_0381.jpg,void,2
image/lou_0158.jpg,spalling,3
image/crack_0515.jpg,concrete_crack,0
image/crack_0495.jpg,concrete_crack,0
image/kong_0156.jpg,void,2
image/gangf_251.jpg,steel_crack,1
image/kong_0065.jpg,void,2
image/00712.jpg,pothole,5
image/lou_0048.jpg,spalling,3
image/xiu_169.jpg,corrosion,4
image/crack_0010.jpg,concrete_crack,0
image/kong_0296.jpg,void,2
image/gangf_090.jpg,steel_crack,1
image/kong_0392.jpg,void,2
image/kong_0159.jpg,void,2
image/xiu_152.jpg,corrosion,4
image/00702.jpg,pothole,5
image/lou_0286.jpg,spalling,3
image/gangf_177.jpg,steel_crack,1
image/kong_0344.jpg,void,2
image/lou_0364.jpg,spalling,3
image/79.jpg,looseness,7
image/65.jpeg,looseness,7
image/xiu_171.jpg,corrosion,4
image/kong_0141.jpg,void,2
image/70.jpg,looseness,7
image/gangf_205.jpg,steel_crack,1
image/lou_0064.jpg,spalling,3
image/kong_0389.jpg,void,2
image/lou_0419.jpg,spalling,3
image/crack_0040.jpg,concrete_crack,0
image/crack_0179.jpg,concrete_crack,0
image/00670.jpg,pothole,5
image/16.jpg,honeycomb,6
image/gangf_228.jpg,steel_crack,1
image/lou_0403.jpg,spalling,3
image/77.jpg,looseness,7
image/xiu_186.jpg,corrosion,4
image/lou_0059.jpg,spalling,3
image/kong_0131.jpg,void,2
image/gangf_238.jpg,steel_crack,1
image/gangf_156.jpg,steel_crack,1
image/gangf_234.jpg,steel_crack,1
image/noncrack_noncrack_concrete_wall_58_0.jpg,non_damage,9
image/kong_0073.jpg,void,2
image/lou_0351.jpg,spalling,3
image/crack_0180.jpg,concrete_crack,0
image/gangf_235.jpg,steel_crack,1
image/crack_0019.jpg,concrete_crack,0
image/kong_0160.jpg,void,2
image/00692.jpg,pothole,5
image/00689.jpg,pothole,5
image/kong_0070.jpg,void,2
image/kong_0279.jpg,void,2
image/lou_0139.jpg,spalling,3
image/xiu_135.jpg,corrosion,4
image/gangf_173.jpg,steel_crack,1
image/lou_0110.jpg,spalling,3
image/crack_0691.jpg,concrete_crack,0
image/lou_0116.jpg,spalling,3
image/crack_0530.jpg,concrete_crack,0
image/noncrack_noncrack_concrete_wall_16_2.jpg,non_damage,9
image/gangf_079.jpg,steel_crack,1
image/00657.jpg,pothole,5
image/kong_0294.jpg,void,2
image/gangf_187.jpg,steel_crack,1
image/crack_0037.jpg,concrete_crack,0
image/xiu_089.jpg,corrosion,4
image/kong_0094.jpg,void,2
image/gangf_225.jpg,steel_crack,1
image/gangf_142.jpg,steel_crack,1
image/gangf_263.jpg,steel_crack,1
image/kong_0105.jpg,void,2
image/crack_0196.jpg,concrete_crack,0
image/2.jpg,efflorescence,8
image/lou_0411.jpg,spalling,3
image/lou_0343.jpg,spalling,3
image/lou_0234.jpg,spalling,3
image/crack_0050.jpg,concrete_crack,0
image/crack_0195.jpg,concrete_crack,0
image/kong_0289.jpg,void,2
image/xiu_210.jpg,corrosion,4
image/crack_0168.jpg,concrete_crack,0
image/lou_0157.jpg,spalling,3
image/28.jpg,honeycomb,6
image/kong_0288.jpg,void,2
image/gangf_111.jpg,steel_crack,1
image/crack_0493.jpg,concrete_crack,0
image/kong_0297.jpg,void,2
image/gangf_175.jpg,steel_crack,1
image/noncrack_noncrack_concrete_wall_76_0.jpg,non_damage,9
image/35.jpg,honeycomb,6
image/00722.jpg,pothole,5
image/gangf_190.jpg,steel_crack,1
image/kong_0379.jpg,void,2
image/lou_0167.jpg,spalling,3
image/gangf_185.jpg,steel_crack,1
image/kong_0319.jpg,void,2
image/66.jpeg,looseness,7
image/gangf_054.jpg,steel_crack,1
image/crack_0005.jpg,concrete_crack,0
image/55.jpg,honeycomb,6
image/crack_0686.jpg,concrete_crack,0
image/kong_0144.jpg,void,2
image/54.jpg,honeycomb,6
image/gangf_137.jpg,steel_crack,1
image/kong_0112.jpg,void,2
image/kong_0155.jpg,void,2
image/lou_0395.jpg,spalling,3
image/gangf_126.jpg,steel_crack,1
image/crack_0023.jpg,concrete_crack,0
image/xiu_062.jpg,corrosion,4
image/noncrack_noncrack_concrete_wall_68_0.jpg,non_damage,9
image/xiu_064.jpg,corrosion,4
image/kong_0315.jpg,void,2
image/lou_0346.jpg,spalling,3
image/xiu_098.jpg,corrosion,4
image/crack_0197.jpg,concrete_crack,0
image/gangf_078.jpg,steel_crack,1
image/gangf_254.jpg,steel_crack,1
image/00674.jpg,pothole,5
image/34.jpg,honeycomb,6
image/xiu_084.jpg,corrosion,4
image/00659.jpg,pothole,5
image/gangf_043.jpg,steel_crack,1
image/gangf_154.jpg,steel_crack,1
image/lou_0267.jpg,spalling,3
image/lou_0204.jpg,spalling,3
image/xiu_073.jpg,corrosion,4
image/crack_0229.jpg,concrete_crack,0
image/crack_0200.jpg,concrete_crack,0
image/gangf_203.jpg,steel_crack,1
image/gangf_183.jpg,steel_crack,1
image/lou_0367.jpg,spalling,3
image/63.jpg,looseness,7
image/gangf_261.jpg,steel_crack,1
image/crack_0497.jpg,concrete_crack,0
image/lou_0278.jpg,spalling,3
image/gangf_242.jpg,steel_crack,1
image/gangf_236.jpg,steel_crack,1
image/xiu_081.jpg,corrosion,4
image/xiu_125.jpg,corrosion,4
image/xiu_179.jpg,corrosion,4
image/xiu_061.jpg,corrosion,4
image/lou_0144.jpg,spalling,3
image/lou_0054.jpg,spalling,3
image/noncrack_noncrack_concrete_wall_0_0.jpg,non_damage,9
image/crack_0048.jpg,concrete_crack,0
image/36.jpg,honeycomb,6
image/gangf_226.jpg,steel_crack,1
image/6.jpg,honeycomb,6
image/gangf_051.jpg,steel_crack,1
image/crack_0003.jpg,concrete_crack,0
image/lou_0293.jpg,spalling,3
image/crack_0186.jpg,concrete_crack,0
image/82.jpg,looseness,7
image/xiu_083.jpg,corrosion,4
image/lou_0271.jpg,spalling,3
image/xiu_071.jpg,corrosion,4
image/kong_0128.jpg,void,2
image/gangf_136.jpg,steel_crack,1
image/xiu_188.jpg,corrosion,4
image/29.jpg,honeycomb,6
image/gangf_209.jpg,steel_crack,1
image/crack_0517.jpg,concrete_crack,0
image/25.jpg,honeycomb,6
image/kong_0136.jpg,void,2
image/69.JPG,looseness,7
image/kong_0275.jpg,void,2
image/gangf_171.jpg,steel_crack,1
image/crack_0163.jpg,concrete_crack,0
image/64.png,looseness,7
image/kong_0327.jpg,void,2
image/kong_0273.jpg,void,2
image/81.jpg,looseness,7
image/00711.jpg,pothole,5
image/xiu_108.jpg,corrosion,4
image/xiu_069.jpg,corrosion,4
image/gangf_123.jpg,steel_crack,1
image/7.jpg,honeycomb,6
image/00690.jpg,pothole,5
image/kong_0151.jpg,void,2
image/83.png,looseness,7
image/xiu_039.jpg,corrosion,4
image/lou_0147.jpg,spalling,3
image/73.jpg,looseness,7
image/gangf_053.jpg,steel_crack,1
image/xiu_146.jpg,corrosion,4
image/gangf_084.jpg,steel_crack,1
image/xiu_072.jpg,corrosion,4
image/xiu_033.jpg,corrosion,4
image/xiu_138.jpg,corrosion,4
image/crack_0198.jpg,concrete_crack,0
image/gangf_275.jpg,steel_crack,1
image/xiu_090.jpg,corrosion,4
image/crack_0172.jpg,concrete_crack,0
image/kong_0333.jpg,void,2
image/kong_0358.jpg,void,2
image/xiu_200.jpg,corrosion,4
image/lou_0090.jpg,spalling,3
image/noncrack_noncrack_concrete_wall_74_0.jpg,non_damage,9
image/crack_0014.jpg,concrete_crack,0
image/crack_0499.jpg,concrete_crack,0
image/gangf_069.jpg,steel_crack,1
image/kong_0106.jpg,void,2
image/12.jpg,honeycomb,6
image/gangf_193.jpg,steel_crack,1
image/lou_0279.jpg,spalling,3
image/xiu_122.jpg,corrosion,4
image/xiu_127.jpg,corrosion,4
image/crack_0520.jpg,concrete_crack,0
image/xiu_076.jpg,corrosion,4
image/crack_0166.jpg,concrete_crack,0
image/kong_0326.jpg,void,2
image/lou_0415.jpg,spalling,3
image/gangf_110.jpg,steel_crack,1
image/gangf_074.jpg,steel_crack,1
image/xiu_176.jpg,corrosion,4
image/lou_0095.jpg,spalling,3
image/lou_0046.jpg,spalling,3
image/noncrack_noncrack_concrete_wall_10_0.jpg,non_damage,9
image/xiu_130.jpg,corrosion,4
image/gangf_035.jpg,steel_crack,1
image/lou_0362.jpg,spalling,3
image/gangf_146.jpg,steel_crack,1
image/kong_0292.jpg,void,2
image/gangf_172.jpg,steel_crack,1
image/xiu_110.jpg,corrosion,4
image/lou_0117.jpg,spalling,3
image/00064.jpg,pothole,5
image/lou_0294.jpg,spalling,3
image/xiu_049.jpg,corrosion,4
image/kong_0071.jpg,void,2
image/gangf_211.jpg,steel_crack,1
image/gangf_120.jpg,steel_crack,1
image/xiu_220.jpg,corrosion,4
image/30.jpg,honeycomb,6
image/00072.jpg,pothole,5
image/lou_0262.jpg,spalling,3
image/kong_0084.jpg,void,2
image/kong_0355.jpg,void,2
image/kong_0350.jpg,void,2
image/gangf_222.jpg,steel_crack,1
image/crack_0042.jpg,concrete_crack,0
image/00719.jpg,pothole,5
image/lou_0091.jpg,spalling,3
image/gangf_215.jpg,steel_crack,1
image/61.jpeg,looseness,7
image/gangf_117.jpg,steel_crack,1
image/lou_0355.jpg,spalling,3
image/gangf_191.jpg,steel_crack,1
image/gangf_034.jpg,steel_crack,1
image/kong_0341.jpg,void,2
image/crack_0184.jpg,concrete_crack,0
image/gangf_143.jpg,steel_crack,1
image/gangf_230.jpg,steel_crack,1
image/kong_0089.jpg,void,2
image/gangf_148.jpg,steel_crack,1
image/kong_0345.jpg,void,2
image/xiu_213.jpg,corrosion,4
image/xiu_195.jpg,corrosion,4
image/xiu_078.jpg,corrosion,4
image/00695.jpg,pothole,5
image/gangf_038.jpg,steel_crack,1
image/lou_0321.jpg,spalling,3
image/kong_0078.jpg,void,2
image/xiu_211.jpg,corrosion,4
image/xiu_109.jpg,corrosion,4
image/17.jpg,honeycomb,6
image/gangf_247.jpg,steel_crack,1
image/lou_0141.jpg,spalling,3
image/47.JPG,honeycomb,6
image/xiu_189.jpg,corrosion,4
image/xiu_180.jpg,corrosion,4
image/21.jpeg,honeycomb,6
image/lou_0285.jpg,spalling,3
image/xiu_050.jpg,corrosion,4
image/xiu_167.jpg,corrosion,4
image/kong_0076.jpg,void,2
image/85.png,looseness,7
image/lou_0365.jpg,spalling,3
image/gangf_207.jpg,steel_crack,1
image/xiu_202.jpg,corrosion,4
image/kong_0104.jpg,void,2
image/kong_0079.jpg,void,2
image/crack_0695.jpg,concrete_crack,0
image/xiu_054.jpg,corrosion,4
image/gangf_213.jpg,steel_crack,1
